workerName,taskId,ratio,gold
32647d529e5861f292dd0d87b468dcc8b70f0085,2565,0.81,0.49
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2565,0.5,0.49
c2c871ed7cd5614842c3813c577e338719a53f51,2565,0.78,0.49
e68dd2764fdfdbb5f3de472341b2b6777d035862,2565,0.64,0.49
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2565,0.81,0.49
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2565,0.69,0.49
c7ee3f977325c31e7030e959347cf68adde5e419,2565,0.42,0.49
3f899d2038d6cd9a621ba3043551042f2701433b,2565,0.56,0.49
287781681acf0d5a99a9b49665a1092ba805bf0c,2565,0.56,0.49
dd46326d1fe40a552ecafadedb5203586690a5ec,2565,0.61,0.49
6b21eb674590c1c441821d7e70757c0889b90509,2565,0.72,0.49
23626fb7af71c55ffda94aa78a8fbefbb31298df,2565,0.5,0.49
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2565,0.78,0.49
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2565,0.47,0.49
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2565,0.72,0.49
74a2a849348de0d5b2c9660bcaec953a4a50df54,2610,0.11,0.13
c47787c70e4055192677d84096a9420f523ed157,2610,0.25,0.13
286e03bba69c19b70cfd06826140500611d6647c,2610,0.06,0.13
6c281d925013191dba9ccc87e0187b27826fd3b8,2610,0.17,0.13
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2610,0.14,0.13
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2610,0.06,0.13
32647d529e5861f292dd0d87b468dcc8b70f0085,2610,0.11,0.13
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2610,0.08,0.13
c2c871ed7cd5614842c3813c577e338719a53f51,2610,0.11,0.13
e68dd2764fdfdbb5f3de472341b2b6777d035862,2610,0.17,0.13
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2610,0.17,0.13
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2610,0.25,0.13
c7ee3f977325c31e7030e959347cf68adde5e419,2610,0.14,0.13
3f899d2038d6cd9a621ba3043551042f2701433b,2610,0.25,0.13
287781681acf0d5a99a9b49665a1092ba805bf0c,2610,0.11,0.13
dd46326d1fe40a552ecafadedb5203586690a5ec,2610,0.19,0.13
6b21eb674590c1c441821d7e70757c0889b90509,2610,0.11,0.13
23626fb7af71c55ffda94aa78a8fbefbb31298df,2610,0.22,0.13
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2610,0.11,0.13
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2610,0.25,0.13
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2610,0.17,0.13
74a2a849348de0d5b2c9660bcaec953a4a50df54,2633,0.75,0.67
c47787c70e4055192677d84096a9420f523ed157,2633,0.67,0.67
286e03bba69c19b70cfd06826140500611d6647c,2633,0.75,0.67
6c281d925013191dba9ccc87e0187b27826fd3b8,2633,0.67,0.67
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2633,0.58,0.67
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2633,0.56,0.67
32647d529e5861f292dd0d87b468dcc8b70f0085,2633,0.75,0.67
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2633,0.53,0.67
c2c871ed7cd5614842c3813c577e338719a53f51,2633,0.42,0.67
e68dd2764fdfdbb5f3de472341b2b6777d035862,2633,0.64,0.67
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2633,0.0,0.67
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2633,0.69,0.67
c7ee3f977325c31e7030e959347cf68adde5e419,2633,0.61,0.67
3f899d2038d6cd9a621ba3043551042f2701433b,2633,0.75,0.67
287781681acf0d5a99a9b49665a1092ba805bf0c,2633,0.61,0.67
dd46326d1fe40a552ecafadedb5203586690a5ec,2633,0.58,0.67
6b21eb674590c1c441821d7e70757c0889b90509,2633,0.75,0.67
23626fb7af71c55ffda94aa78a8fbefbb31298df,2633,0.67,0.67
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2633,0.78,0.67
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2633,0.61,0.67
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2633,0.72,0.67
74a2a849348de0d5b2c9660bcaec953a4a50df54,2790,0.33,0.22
c47787c70e4055192677d84096a9420f523ed157,2790,0.33,0.22
286e03bba69c19b70cfd06826140500611d6647c,2790,0.5,0.22
6c281d925013191dba9ccc87e0187b27826fd3b8,2790,0.31,0.22
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2790,0.22,0.22
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2790,0.14,0.22
32647d529e5861f292dd0d87b468dcc8b70f0085,2790,0.39,0.22
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2790,0.25,0.22
c2c871ed7cd5614842c3813c577e338719a53f51,2790,0.64,0.22
e68dd2764fdfdbb5f3de472341b2b6777d035862,2790,0.25,0.22
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2790,0.25,0.22
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2790,0.42,0.22
c7ee3f977325c31e7030e959347cf68adde5e419,2790,0.25,0.22
3f899d2038d6cd9a621ba3043551042f2701433b,2790,0.42,0.22
287781681acf0d5a99a9b49665a1092ba805bf0c,2790,0.31,0.22
dd46326d1fe40a552ecafadedb5203586690a5ec,2790,0.25,0.22
6b21eb674590c1c441821d7e70757c0889b90509,2790,0.25,0.22
23626fb7af71c55ffda94aa78a8fbefbb31298df,2790,0.36,0.22
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2790,0.22,0.22
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2790,0.22,0.22
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2790,0.25,0.22
74a2a849348de0d5b2c9660bcaec953a4a50df54,2884,0.11,0.22
c47787c70e4055192677d84096a9420f523ed157,2884,0.08,0.22
286e03bba69c19b70cfd06826140500611d6647c,2884,0.17,0.22
6c281d925013191dba9ccc87e0187b27826fd3b8,2884,0.11,0.22
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2884,0.25,0.22
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2884,0.14,0.22
32647d529e5861f292dd0d87b468dcc8b70f0085,2884,0.14,0.22
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2884,0.11,0.22
c2c871ed7cd5614842c3813c577e338719a53f51,2884,0.53,0.22
e68dd2764fdfdbb5f3de472341b2b6777d035862,2884,0.31,0.22
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2884,0.14,0.22
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2884,0.44,0.22
c7ee3f977325c31e7030e959347cf68adde5e419,2884,0.19,0.22
3f899d2038d6cd9a621ba3043551042f2701433b,2884,0.39,0.22
287781681acf0d5a99a9b49665a1092ba805bf0c,2884,0.25,0.22
dd46326d1fe40a552ecafadedb5203586690a5ec,2884,0.33,0.22
6b21eb674590c1c441821d7e70757c0889b90509,2884,0.11,0.22
23626fb7af71c55ffda94aa78a8fbefbb31298df,2884,0.14,0.22
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2884,0.11,0.22
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2884,0.22,0.22
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2884,0.17,0.22
74a2a849348de0d5b2c9660bcaec953a4a50df54,2932,0.92,0.9
c47787c70e4055192677d84096a9420f523ed157,2932,0.81,0.9
286e03bba69c19b70cfd06826140500611d6647c,2932,0.92,0.9
6c281d925013191dba9ccc87e0187b27826fd3b8,2932,0.92,0.9
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2932,0.89,0.9
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2932,0.86,0.9
32647d529e5861f292dd0d87b468dcc8b70f0085,2932,0.92,0.9
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2932,0.86,0.9
c2c871ed7cd5614842c3813c577e338719a53f51,2932,0.89,0.9
e68dd2764fdfdbb5f3de472341b2b6777d035862,2932,0.83,0.9
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2932,0.0,0.9
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2932,0.86,0.9
c7ee3f977325c31e7030e959347cf68adde5e419,2932,0.69,0.9
3f899d2038d6cd9a621ba3043551042f2701433b,2932,0.89,0.9
287781681acf0d5a99a9b49665a1092ba805bf0c,2932,0.89,0.9
dd46326d1fe40a552ecafadedb5203586690a5ec,2932,0.86,0.9
6b21eb674590c1c441821d7e70757c0889b90509,2932,0.89,0.9
23626fb7af71c55ffda94aa78a8fbefbb31298df,2932,0.86,0.9
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2932,0.83,0.9
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2932,0.75,0.9
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2932,0.78,0.9
74a2a849348de0d5b2c9660bcaec953a4a50df54,2948,0.89,0.9
c47787c70e4055192677d84096a9420f523ed157,2948,0.75,0.9
286e03bba69c19b70cfd06826140500611d6647c,2948,0.86,0.9
6c281d925013191dba9ccc87e0187b27826fd3b8,2948,0.81,0.9
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2948,0.92,0.9
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2948,0.64,0.9
32647d529e5861f292dd0d87b468dcc8b70f0085,2948,0.92,0.9
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2948,0.56,0.9
c2c871ed7cd5614842c3813c577e338719a53f51,2948,0.89,0.9
e68dd2764fdfdbb5f3de472341b2b6777d035862,2948,0.92,0.9
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2948,0.86,0.9
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2948,0.83,0.9
c7ee3f977325c31e7030e959347cf68adde5e419,2948,0.67,0.9
3f899d2038d6cd9a621ba3043551042f2701433b,2948,0.92,0.9
287781681acf0d5a99a9b49665a1092ba805bf0c,2948,0.75,0.9
dd46326d1fe40a552ecafadedb5203586690a5ec,2948,0.64,0.9
6b21eb674590c1c441821d7e70757c0889b90509,2948,0.92,0.9
23626fb7af71c55ffda94aa78a8fbefbb31298df,2948,0.89,0.9
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2948,0.94,0.9
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2948,0.81,0.9
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2948,0.81,0.9
74a2a849348de0d5b2c9660bcaec953a4a50df54,2961,0.39,0.4
c47787c70e4055192677d84096a9420f523ed157,2961,0.31,0.4
286e03bba69c19b70cfd06826140500611d6647c,2961,0.47,0.4
6c281d925013191dba9ccc87e0187b27826fd3b8,2961,0.44,0.4
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2961,0.39,0.4
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2961,0.36,0.4
32647d529e5861f292dd0d87b468dcc8b70f0085,2961,0.56,0.4
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2961,0.33,0.4
c2c871ed7cd5614842c3813c577e338719a53f51,2961,0.89,0.4
e68dd2764fdfdbb5f3de472341b2b6777d035862,2961,0.36,0.4
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2961,0.44,0.4
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2961,0.92,0.4
c7ee3f977325c31e7030e959347cf68adde5e419,2961,0.33,0.4
3f899d2038d6cd9a621ba3043551042f2701433b,2961,0.47,0.4
287781681acf0d5a99a9b49665a1092ba805bf0c,2961,0.5,0.4
dd46326d1fe40a552ecafadedb5203586690a5ec,2961,0.5,0.4
6b21eb674590c1c441821d7e70757c0889b90509,2961,0.5,0.4
23626fb7af71c55ffda94aa78a8fbefbb31298df,2961,0.17,0.4
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2961,0.39,0.4
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2961,0.5,0.4
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2961,0.5,0.4
74a2a849348de0d5b2c9660bcaec953a4a50df54,3031,0.67,0.47
c47787c70e4055192677d84096a9420f523ed157,3031,0.42,0.47
286e03bba69c19b70cfd06826140500611d6647c,3031,0.72,0.47
6c281d925013191dba9ccc87e0187b27826fd3b8,3031,0.56,0.47
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3031,0.44,0.47
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3031,0.39,0.47
32647d529e5861f292dd0d87b468dcc8b70f0085,3031,0.75,0.47
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3031,0.56,0.47
c2c871ed7cd5614842c3813c577e338719a53f51,3031,0.5,0.47
e68dd2764fdfdbb5f3de472341b2b6777d035862,3031,0.5,0.47
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3031,0.53,0.47
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3031,0.5,0.47
c7ee3f977325c31e7030e959347cf68adde5e419,3031,0.33,0.47
3f899d2038d6cd9a621ba3043551042f2701433b,3031,0.67,0.47
287781681acf0d5a99a9b49665a1092ba805bf0c,3031,0.5,0.47
dd46326d1fe40a552ecafadedb5203586690a5ec,3031,0.53,0.47
6b21eb674590c1c441821d7e70757c0889b90509,3031,0.61,0.47
23626fb7af71c55ffda94aa78a8fbefbb31298df,3031,0.61,0.47
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3031,0.75,0.47
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3031,0.58,0.47
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3031,0.42,0.47
74a2a849348de0d5b2c9660bcaec953a4a50df54,3050,0.08,0.05
c47787c70e4055192677d84096a9420f523ed157,3050,0.17,0.05
286e03bba69c19b70cfd06826140500611d6647c,3050,0.06,0.05
6c281d925013191dba9ccc87e0187b27826fd3b8,3050,0.17,0.05
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3050,0.08,0.05
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3050,0.0,0.05
32647d529e5861f292dd0d87b468dcc8b70f0085,3050,0.03,0.05
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3050,0.06,0.05
c2c871ed7cd5614842c3813c577e338719a53f51,3050,0.06,0.05
e68dd2764fdfdbb5f3de472341b2b6777d035862,3050,0.14,0.05
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3050,0.08,0.05
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3050,0.47,0.05
c7ee3f977325c31e7030e959347cf68adde5e419,3050,0.0,0.05
3f899d2038d6cd9a621ba3043551042f2701433b,3050,0.08,0.05
287781681acf0d5a99a9b49665a1092ba805bf0c,3050,0.06,0.05
dd46326d1fe40a552ecafadedb5203586690a5ec,3050,0.14,0.05
6b21eb674590c1c441821d7e70757c0889b90509,3050,0.06,0.05
23626fb7af71c55ffda94aa78a8fbefbb31298df,3050,0.03,0.05
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3050,0.11,0.05
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3050,0.11,0.05
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3050,0.08,0.05
74a2a849348de0d5b2c9660bcaec953a4a50df54,3649,0.89,0.94
c47787c70e4055192677d84096a9420f523ed157,3649,0.83,0.94
286e03bba69c19b70cfd06826140500611d6647c,3649,0.86,0.94
6c281d925013191dba9ccc87e0187b27826fd3b8,3649,0.83,0.94
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3649,0.89,0.94
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3649,0.67,0.94
32647d529e5861f292dd0d87b468dcc8b70f0085,3649,0.94,0.94
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3649,0.78,0.94
c2c871ed7cd5614842c3813c577e338719a53f51,3649,0.86,0.94
e68dd2764fdfdbb5f3de472341b2b6777d035862,3649,0.83,0.94
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3649,0.86,0.94
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3649,0.83,0.94
c7ee3f977325c31e7030e959347cf68adde5e419,3649,0.64,0.94
3f899d2038d6cd9a621ba3043551042f2701433b,3649,0.92,0.94
287781681acf0d5a99a9b49665a1092ba805bf0c,3649,0.86,0.94
dd46326d1fe40a552ecafadedb5203586690a5ec,3649,0.69,0.94
6b21eb674590c1c441821d7e70757c0889b90509,3649,0.89,0.94
23626fb7af71c55ffda94aa78a8fbefbb31298df,3649,0.81,0.94
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3649,0.86,0.94
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3649,0.89,0.94
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3649,0.83,0.94
74a2a849348de0d5b2c9660bcaec953a4a50df54,3652,0.0,0.03
c47787c70e4055192677d84096a9420f523ed157,3652,0.0,0.03
286e03bba69c19b70cfd06826140500611d6647c,3652,0.0,0.03
6c281d925013191dba9ccc87e0187b27826fd3b8,3652,0.0,0.03
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3652,0.0,0.03
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3652,0.0,0.03
32647d529e5861f292dd0d87b468dcc8b70f0085,3652,0.0,0.03
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3652,0.0,0.03
c2c871ed7cd5614842c3813c577e338719a53f51,3652,0.0,0.03
e68dd2764fdfdbb5f3de472341b2b6777d035862,3652,0.0,0.03
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3652,0.0,0.03
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3652,0.0,0.03
c7ee3f977325c31e7030e959347cf68adde5e419,3652,0.0,0.03
3f899d2038d6cd9a621ba3043551042f2701433b,3652,0.08,0.03
287781681acf0d5a99a9b49665a1092ba805bf0c,3652,0.0,0.03
dd46326d1fe40a552ecafadedb5203586690a5ec,3652,0.0,0.03
6b21eb674590c1c441821d7e70757c0889b90509,3652,0.0,0.03
23626fb7af71c55ffda94aa78a8fbefbb31298df,3652,0.0,0.03
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3652,0.0,0.03
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3652,0.0,0.03
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3652,0.0,0.03
74a2a849348de0d5b2c9660bcaec953a4a50df54,3657,0.5,0.53
c47787c70e4055192677d84096a9420f523ed157,3657,0.5,0.53
286e03bba69c19b70cfd06826140500611d6647c,3657,0.72,0.53
6c281d925013191dba9ccc87e0187b27826fd3b8,3657,0.56,0.53
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3657,0.81,0.53
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3657,0.39,0.53
32647d529e5861f292dd0d87b468dcc8b70f0085,3657,0.5,0.53
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3657,0.14,0.53
c2c871ed7cd5614842c3813c577e338719a53f51,3657,0.58,0.53
e68dd2764fdfdbb5f3de472341b2b6777d035862,3657,0.28,0.53
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3657,0.64,0.53
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3657,0.61,0.53
c7ee3f977325c31e7030e959347cf68adde5e419,3657,0.44,0.53
3f899d2038d6cd9a621ba3043551042f2701433b,3657,0.44,0.53
287781681acf0d5a99a9b49665a1092ba805bf0c,3657,0.5,0.53
dd46326d1fe40a552ecafadedb5203586690a5ec,3657,0.44,0.53
6b21eb674590c1c441821d7e70757c0889b90509,3657,0.44,0.53
23626fb7af71c55ffda94aa78a8fbefbb31298df,3657,0.56,0.53
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3657,0.53,0.53
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3657,0.5,0.53
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3657,0.69,0.53
