workerName,taskId,ratio,gold
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2610,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2610,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,2633,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,2633,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,2633,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,2633,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2633,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2633,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,2633,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2633,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,2633,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,2633,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2633,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2633,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,2633,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,2633,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,2633,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,2633,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,2633,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,2633,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2633,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2633,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2633,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,2790,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,2790,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,2790,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,2790,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2790,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2790,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,2790,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2790,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,2790,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,2790,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2790,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2790,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,2790,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,2790,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,2790,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,2790,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,2790,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,2790,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2790,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2790,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2790,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,2884,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,2884,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,2884,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,2884,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2884,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2884,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,2884,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2884,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,2884,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,2884,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2884,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2884,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,2884,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,2884,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,2884,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,2884,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,2884,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,2884,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2884,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2884,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2884,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,2932,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,2932,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,2932,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,2932,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2932,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2932,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,2932,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2932,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,2932,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,2932,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2932,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2932,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,2932,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,2932,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,2932,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,2932,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,2932,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,2932,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2932,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2932,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2932,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,2948,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,2948,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,2948,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,2948,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2948,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2948,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,2948,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2948,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,2948,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,2948,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2948,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2948,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,2948,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,2948,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,2948,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,2948,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,2948,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,2948,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2948,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2948,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2948,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,2961,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,2961,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,2961,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,2961,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,2961,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,2961,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,2961,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,2961,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,2961,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,2961,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,2961,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,2961,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,2961,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,2961,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,2961,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,2961,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,2961,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,2961,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,2961,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,2961,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,2961,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,3031,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,3031,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,3031,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,3031,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3031,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3031,0.17,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,3031,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3031,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,3031,0.08,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,3031,0.14,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3031,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3031,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,3031,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,3031,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,3031,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,3031,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,3031,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,3031,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3031,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3031,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3031,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,3050,0.25,0.13
c47787c70e4055192677d84096a9420f523ed157,3050,0.11,0.13
286e03bba69c19b70cfd06826140500611d6647c,3050,0.25,0.13
6c281d925013191dba9ccc87e0187b27826fd3b8,3050,0.31,0.13
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3050,0.17,0.13
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3050,0.28,0.13
32647d529e5861f292dd0d87b468dcc8b70f0085,3050,0.19,0.13
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3050,0.17,0.13
c2c871ed7cd5614842c3813c577e338719a53f51,3050,0.39,0.13
e68dd2764fdfdbb5f3de472341b2b6777d035862,3050,0.17,0.13
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3050,0.17,0.13
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3050,0.14,0.13
c7ee3f977325c31e7030e959347cf68adde5e419,3050,0.44,0.13
3f899d2038d6cd9a621ba3043551042f2701433b,3050,0.08,0.13
287781681acf0d5a99a9b49665a1092ba805bf0c,3050,0.25,0.13
dd46326d1fe40a552ecafadedb5203586690a5ec,3050,0.25,0.13
6b21eb674590c1c441821d7e70757c0889b90509,3050,0.42,0.13
23626fb7af71c55ffda94aa78a8fbefbb31298df,3050,0.0,0.13
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3050,0.17,0.13
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3050,0.0,0.13
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3050,0.0,0.13
74a2a849348de0d5b2c9660bcaec953a4a50df54,3649,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,3649,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,3649,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,3649,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3649,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3649,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,3649,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3649,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,3649,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,3649,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3649,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3649,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,3649,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,3649,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,3649,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,3649,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,3649,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,3649,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3649,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3649,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3649,0.0,0.0
74a2a849348de0d5b2c9660bcaec953a4a50df54,3652,0.11,0.18
c47787c70e4055192677d84096a9420f523ed157,3652,0.17,0.18
286e03bba69c19b70cfd06826140500611d6647c,3652,0.08,0.18
6c281d925013191dba9ccc87e0187b27826fd3b8,3652,0.19,0.18
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3652,0.11,0.18
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3652,0.19,0.18
32647d529e5861f292dd0d87b468dcc8b70f0085,3652,0.19,0.18
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3652,0.14,0.18
c2c871ed7cd5614842c3813c577e338719a53f51,3652,0.39,0.18
e68dd2764fdfdbb5f3de472341b2b6777d035862,3652,0.22,0.18
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3652,0.28,0.18
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3652,0.14,0.18
c7ee3f977325c31e7030e959347cf68adde5e419,3652,0.19,0.18
3f899d2038d6cd9a621ba3043551042f2701433b,3652,0.08,0.18
287781681acf0d5a99a9b49665a1092ba805bf0c,3652,0.25,0.18
dd46326d1fe40a552ecafadedb5203586690a5ec,3652,0.19,0.18
6b21eb674590c1c441821d7e70757c0889b90509,3652,0.11,0.18
23626fb7af71c55ffda94aa78a8fbefbb31298df,3652,0.0,0.18
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3652,0.17,0.18
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3652,0.0,0.18
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3652,0.0,0.18
74a2a849348de0d5b2c9660bcaec953a4a50df54,3657,0.0,0.0
c47787c70e4055192677d84096a9420f523ed157,3657,0.0,0.0
286e03bba69c19b70cfd06826140500611d6647c,3657,0.0,0.0
6c281d925013191dba9ccc87e0187b27826fd3b8,3657,0.0,0.0
ff945bedc27e7f7a9c3951b81052f87d9ec7cf49,3657,0.0,0.0
e8928f6f7dc11e216b60ed0aa637319dcd00ac51,3657,0.0,0.0
32647d529e5861f292dd0d87b468dcc8b70f0085,3657,0.0,0.0
9b58bf0f65ceb5b86eeac2c7b7a70287b6edf8f5,3657,0.0,0.0
c2c871ed7cd5614842c3813c577e338719a53f51,3657,0.0,0.0
e68dd2764fdfdbb5f3de472341b2b6777d035862,3657,0.0,0.0
dc12ef226a1e5db1ac0ac81a89a4b4713107e51a,3657,0.0,0.0
0fda068c2d91fc106bb78a61e5ddecc3e6b331c6,3657,0.0,0.0
c7ee3f977325c31e7030e959347cf68adde5e419,3657,0.0,0.0
3f899d2038d6cd9a621ba3043551042f2701433b,3657,0.0,0.0
287781681acf0d5a99a9b49665a1092ba805bf0c,3657,0.0,0.0
dd46326d1fe40a552ecafadedb5203586690a5ec,3657,0.0,0.0
6b21eb674590c1c441821d7e70757c0889b90509,3657,0.0,0.0
23626fb7af71c55ffda94aa78a8fbefbb31298df,3657,0.0,0.0
3ecd8910e4d051efb9b710a20cdb22ceb90772d1,3657,0.0,0.0
3a62f9e17eddd43eef8a2a0d61487c1ddff37848,3657,0.0,0.0
3ae959d2c2a8008c6ed2d5e9430ea81c51f9b688,3657,0.0,0.0
